Title,Link,Score,Image Link,Genres
,https://myanimelist.net/manga/17706/Super_Lovers,7.96,https://cdn.myanimelist.net/r/50x70/images/manga/3/34151.webp?s=b59e5d5b59b3ede6a42e358714241d6a,"Boys Love, Comedy, Drama"
,https://myanimelist.net/manga/22699/Black_Lagoon,7.96,https://cdn.myanimelist.net/r/50x70/images/manga/1/257892.webp?s=4b9ff39a03549ad7ee3624a379597c5b,"Action, Adventure, Comedy, Drama"
,https://myanimelist.net/manga/30051/Sakurasou_no_Pet_na_Kanojo,7.96,https://cdn.myanimelist.net/r/50x70/images/manga/2/159577.webp?s=f3c1c314675f6c8ff6aad4b6f6225ee4,"Comedy, Romance, Slice of Life"
,https://myanimelist.net/manga/42531/Senyuu,7.96,https://cdn.myanimelist.net/r/50x70/images/manga/2/260356.webp?s=5ee568fc1bc515b8d7ed0bfd6752f1d6,"Adventure, Comedy, Fantasy"
,https://myanimelist.net/manga/21479/Sword_Art_Online,7.95,https://cdn.myanimelist.net/r/50x70/images/manga/2/280994.webp?s=0f3afb797e33a55ec107e2fc8420013d,"Action, Adventure, Fantasy, Romance"
,https://myanimelist.net/manga/23032/Kami_nomi_zo_Shiru_Sekai,7.95,https://cdn.myanimelist.net/r/50x70/images/manga/3/41720.webp?s=03e70d9ad1c72b64be89ddbe56938789,"Comedy, Romance, Supernatural"
,https://myanimelist.net/manga/37705/Cheese_in_the_Trap_Season_1,7.95,https://cdn.myanimelist.net/r/50x70/images/manga/1/195590.webp?s=2cb78e0b60ea8596412229dcd9b3dc18,"Comedy, Mystery, Romance, Slice of Life"
,https://myanimelist.net/manga/39291/Nijiiro_Days,7.95,https://cdn.myanimelist.net/r/50x70/images/manga/3/192780.webp?s=a884fb51d7a76febeecfc18f5cd27c1c,"Comedy, Romance"
,https://myanimelist.net/manga/44933/Kanshikan_Tsunemori_Akane,7.95,https://cdn.myanimelist.net/r/50x70/images/manga/1/144917.webp?s=720bb652a3a9789dc8e52acd0dc847c7,"Action, Drama, Mystery, Sci-Fi"
,https://myanimelist.net/manga/88991/Skill_of_Lure,7.95,https://cdn.myanimelist.net/r/50x70/images/manga/2/155593.webp?s=31f3079698412ff825273005ab3c364b,"Comedy, Romance, Slice of Life, Ecchi"
,https://myanimelist.net/manga/100051/Kimi_no_Na_wa_Another_Side__Earthbound,7.95,https://cdn.myanimelist.net/r/50x70/images/manga/1/181401.webp?s=ce66147af26cbd14bb40e77e7ef5a2d6,"Drama, Supernatural"
,https://myanimelist.net/manga/166865/The_Extras_Academy_Survival_Guide,7.95,https://cdn.myanimelist.net/r/50x70/images/manga/2/296379.webp?s=030e5b4116cc22cf184fd13a1b47c8da,
,https://myanimelist.net/manga/113095/Yumis_Cells,7.95,https://cdn.myanimelist.net/r/50x70/images/manga/1/250618.webp?s=89d6ca3e1513fce50a0d950057a457a8,"Comedy, Drama, Romance, Slice of Life"
,https://myanimelist.net/manga/128231/Weak_Hero,7.95,https://cdn.myanimelist.net/r/50x70/images/manga/3/232795.webp?s=fff072bc94ef0b09fa9816901a997fc0,"Action, Drama"
,https://myanimelist.net/manga/392/Kimi_wa_Pet,7.95,https://cdn.myanimelist.net/r/50x70/images/manga/3/165611.webp?s=1c06d7ca574e9d3b5ff0641319c1401c,"Award Winning, Comedy, Drama, Romance"
,https://myanimelist.net/manga/534/Spiral__Suiri_no_Kizuna,7.95,https://cdn.myanimelist.net/r/50x70/images/manga/2/258718.webp?s=dfeb3ae964ef808d44eca4cb78728e0b,"Drama, Mystery, Suspense"
,https://myanimelist.net/manga/888/Tsuki_no_Shippo,7.95,https://cdn.myanimelist.net/r/50x70/images/manga/3/160615.webp?s=9a71f73c28338b84859c9582f832c4ce,"Adventure, Comedy, Fantasy, Romance"
,https://myanimelist.net/manga/1067/Cesare__Hakai_no_Souzousha,7.95,https://cdn.myanimelist.net/r/50x70/images/manga/2/207459.webp?s=c7691b3545956ea8f8a6bdccd9c875c8,
,https://myanimelist.net/manga/1250/Deep_Love__Ayu_no_Monogatari,7.95,https://cdn.myanimelist.net/r/50x70/images/manga/2/1007.webp?s=822d840ac090d39ac824b7ae7e5e12e7,
,https://myanimelist.net/manga/3258/Haruka_na_Machi_e,7.95,https://cdn.myanimelist.net/r/50x70/images/manga/5/252366.webp?s=14a2eb05ebc560c20c334757393e8aea,"Award Winning, Drama, Slice of Life"
,https://myanimelist.net/manga/3633/Beast_Master,7.95,https://cdn.myanimelist.net/r/50x70/images/manga/2/169235.webp?s=193fbea67856aebad33bc51c083d056f,"Comedy, Romance"
,https://myanimelist.net/manga/5655/Kaijuu_no_Kodomo,7.95,https://cdn.myanimelist.net/r/50x70/images/manga/3/161119.webp?s=42e6d32a61e71aaef9adc02399b6be0e,"Award Winning, Drama, Mystery, Supernatural"
,https://myanimelist.net/manga/10270/Karneval,7.95,https://cdn.myanimelist.net/r/50x70/images/manga/3/172699.webp?s=ad3a3e8b167e6227423c661adaf903d0,"Action, Fantasy, Mystery, Sci-Fi"
,https://myanimelist.net/manga/11896/Reimei_no_Arcana,7.95,https://cdn.myanimelist.net/r/50x70/images/manga/3/272101.webp?s=d9dda66e34b1d9921bdb8c6ce40ce23a,"Drama, Fantasy, Romance"
,https://myanimelist.net/manga/17374/Himegimi_to_Sanbiki_no_Kemono,7.95,https://cdn.myanimelist.net/r/50x70/images/manga/1/255812.webp?s=6056acb02ab8da0521e74a2220e36b87,
,https://myanimelist.net/manga/79169/Shinigami_wo_Tabeta_Shoujo,7.95,https://cdn.myanimelist.net/r/50x70/images/manga/3/137429.webp?s=5e76ae2c235b5f3facceb12594304fae,
,https://myanimelist.net/manga/147368/My_In-Laws_are_Obsessed_with_Me,7.95,https://cdn.myanimelist.net/r/50x70/images/manga/2/287568.webp?s=57f86a0fe8481aa71f6310bde5f225b0,"Fantasy, Romance"
,https://myanimelist.net/manga/147172/Doom_Breaker,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/3/261091.webp?s=98e0c9238318bf36e1d5f3c36133a58c,"Action, Fantasy"
,https://myanimelist.net/manga/158560/The_Top_Dungeon_Farmer,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/2/281333.webp?s=2a9fab9aaa6069a39ab09cad2e5c1ef5,
,https://myanimelist.net/manga/21040/Comic_Showa-shi,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/1/33746.webp?s=37ca2669a0823bb50f49aad3751ed95e,
,https://myanimelist.net/manga/26021/Hajimari_no_Niina,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/5/261738.webp?s=c0ed8a62c8ff7ff13ce261d64603b72a,
,https://myanimelist.net/manga/90334/Queens_Quality,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/1/172099.webp?s=834a42a2d85a83007b97364f781d39d1,"Romance, Supernatural"
,https://myanimelist.net/manga/94919/Bokutachi_ga_Yarimashita,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/3/168953.webp?s=18198cb6830d409a9f601c09cc97dc9c,
,https://myanimelist.net/manga/96581/Zelda_no_Densetsu__Twilight_Princess,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/3/180659.webp?s=e59f3cc75b895b5907f48327fb17595c,"Action, Adventure, Fantasy"
,https://myanimelist.net/manga/103268/No_Game_No_Life__Practical_War_Game,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/1/187957.webp?s=606d4ba13ef4d0fbab8fe545f04baab4,"Comedy, Fantasy"
,https://myanimelist.net/manga/103722/Shuumatsu_Nani_Shitemasu_ka_Isogashii_desu_ka_Sukutte_Moratte_Ii_desu_ka_Ex,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/1/191235.webp?s=210cffcf473c60a45d1ff43b89771594,"Fantasy, Sci-Fi"
,https://myanimelist.net/manga/59669/Steins_Gate__Eigou_Kaiki_no_Pandora,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/1/175916.webp?s=8d34f2f3d3ae27c75124f0782848304b,"Drama, Sci-Fi"
,https://myanimelist.net/manga/61583/Hellper,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/3/106053.webp?s=260e65d819b5f2b65fc61216c5e1e44d,"Action, Fantasy, Supernatural"
,https://myanimelist.net/manga/62083/Saenai_Heroine_no_Sodatekata__Koisuru_Metronome,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/2/150334.webp?s=2ffd364b86bc4cc36eaedc47e5106c4b,"Comedy, Drama, Romance"
,https://myanimelist.net/manga/87375/High_School_DxD_DX,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/2/152737.webp?s=34b36611ddf68d4dcc3ad2c5dcb7b19b,"Comedy, Fantasy, Supernatural"
,https://myanimelist.net/manga/120656/Gekijouban_One_Piece__Stampede,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/1/230439.webp?s=5f8e2d1661b7a3a1879e471bb452019d,"Action, Adventure, Comedy, Drama, Fantasy"
,https://myanimelist.net/manga/131171/Ghost_Teller,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/3/237076.webp?s=a7af997147f6c5765c6c744b7159a649,"Horror, Supernatural"
,https://myanimelist.net/manga/133057/Boku_no_Hero_Academia_the_Movie__Heroes_Rising,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/3/244777.webp?s=9c1cfab1b85c9b8ea06cda6fc75643f4,
,https://myanimelist.net/manga/134678/A_Business_Proposal,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/1/242318.webp?s=f8501e75605b0f8eeeaef55e1abf3f98,"Comedy, Drama, Romance"
,https://myanimelist.net/manga/557/Trinity_Blood__Rage_Against_the_Moons,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/2/209368.webp?s=d6b85c34f961bf09023796925311a6e7,"Drama, Fantasy, Horror, Romance, Sci-Fi, Supernatural"
,https://myanimelist.net/manga/1388/Candy_Candy,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/2/273185.webp?s=b0c182200873575545e7360bed1d0250,"Award Winning, Drama, Romance"
,https://myanimelist.net/manga/1496/Tenshi_Nanka_ja_Nai,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/2/262986.webp?s=38f349779319a8aa851a745b69c7e570,"Drama, Romance"
,https://myanimelist.net/manga/1648/Tengen_Toppa_Gurren_Lagann,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/3/268490.webp?s=2a131330e5cdf3042500f49c6882a461,"Action, Adventure, Comedy, Sci-Fi"
,https://myanimelist.net/manga/3438/Psyren,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/2/160868.webp?s=15f4ce3c5be5527e41eb0ef41ff025c8,"Action, Adventure, Romance, Sci-Fi, Supernatural"
,https://myanimelist.net/manga/3941/Clannad__Tomoyo_After,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/1/6141.webp?s=4cdfa471a952c2a9de87d3ed22f02a64,"Drama, Romance"
,https://myanimelist.net/manga/4584/Sasameki_Koto,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/2/217658.webp?s=1ed8dd384268d80601b1eb8cfc451a62,"Comedy, Drama, Girls Love"
,https://myanimelist.net/manga/16166/Ruler_of_the_Land,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/3/172896.webp?s=e7ff45584de65cf44e31d4513c13e98d,"Action, Comedy, Drama, Fantasy, Romance, Ecchi"
,https://myanimelist.net/manga/17541/Shinrei_Tantei_Yakumo,7.94,https://cdn.myanimelist.net/r/50x70/images/manga/2/155035.webp?s=996c4c50025c82769351e36a6b5e3efc,"Horror, Mystery, Romance, Supernatural"
,https://myanimelist.net/manga/871/Dragon_Quest__Dai_no_Daibouken,7.93,https://cdn.myanimelist.net/r/50x70/images/manga/1/282697.webp?s=27a0cb3b25220252f9a641bda2dfb21a,"Action, Adventure, Fantasy"
,https://myanimelist.net/manga/975/Ludwig_Kakumei,7.93,https://cdn.myanimelist.net/r/50x70/images/manga/2/198404.webp?s=b2bddae8a6a403382dd5046526ddf9d8,"Adventure, Drama, Fantasy, Horror, Romance, Supernatural"
,https://myanimelist.net/manga/1456/Shi_ga_Futari_wo_Wakatsu_made,7.93,https://cdn.myanimelist.net/r/50x70/images/manga/3/167767.webp?s=06ad7d70ae7285b89c3998479dccbd26,"Action, Drama, Sci-Fi, Supernatural"
,https://myanimelist.net/manga/1668/Black_Jack_ni_Yoroshiku,7.93,https://cdn.myanimelist.net/r/50x70/images/manga/2/176844.webp?s=368fccab81f9a7620d92e9598249d807,"Award Winning, Drama"
,https://myanimelist.net/manga/1683/Kubikiri_Asa,7.93,https://cdn.myanimelist.net/r/50x70/images/manga/4/143461.webp?s=7674af652e2a195e3ce70179a0bf504b,"Action, Drama"
,https://myanimelist.net/manga/3713/Bartender,7.93,https://cdn.myanimelist.net/r/50x70/images/manga/2/279741.webp?s=cec6cd2946a253fc4e69907d3d82d5b0,
,https://myanimelist.net/manga/14064/%C2%BD_Prince,7.93,https://cdn.myanimelist.net/r/50x70/images/manga/2/83589.webp?s=202a67787986309ba055b61870c31c09,"Action, Adventure, Comedy, Fantasy, Romance, Sci-Fi, Supernatural"
,https://myanimelist.net/manga/21651/Hitori-tachi,7.93,https://cdn.myanimelist.net/r/50x70/images/manga/2/262915.webp?s=de4c9cb50add0b05d6fe49568bab3f86,
,https://myanimelist.net/manga/31651/Toaru_Majutsu_no_Index_SS,7.93,https://cdn.myanimelist.net/r/50x70/images/manga/2/58243.webp?s=952af89b1f83918f475f94f8c256096b,"Comedy, Supernatural"
,https://myanimelist.net/manga/50117/Kyoukai_no_Kanata,7.93,https://cdn.myanimelist.net/r/50x70/images/manga/1/88513.webp?s=e70acd7aaf47ef1795944402dffc959e,"Fantasy, Slice of Life, Supernatural"
,https://myanimelist.net/manga/137939/Chi_Chikyuu_no_Undou_ni_Tsuite,7.93,https://cdn.myanimelist.net/r/50x70/images/manga/2/246956.webp?s=49946a2a3fb979a8a20e61361935c8d6,"Award Winning, Drama"
,https://myanimelist.net/manga/142246/Youkoso_Jitsuryoku_Shijou_Shugi_no_Kyoushitsu_e__2-nensei-hen,7.93,https://cdn.myanimelist.net/r/50x70/images/manga/2/263020.webp?s=c8a794e2f8847bd5086f89412bd2f0d8,
,https://myanimelist.net/manga/144695/Blue_Lock__Episode_Nagi,7.93,https://cdn.myanimelist.net/r/50x70/images/manga/1/269866.webp?s=92cc0ce93dbace46797d74fe0b579061,
,https://myanimelist.net/manga/122104/Yoru_wa_Mijikashi_Aruke_yo_Otome,7.93,https://cdn.myanimelist.net/r/50x70/images/manga/2/230891.webp?s=047864195b744885ab9e25f5e6d1320d,"Comedy, Romance"
,https://myanimelist.net/manga/131843/Unholy_Blood,7.93,https://cdn.myanimelist.net/r/50x70/images/manga/2/238421.webp?s=a7bc8c8322847e553caef78130b081d0,"Action, Romance, Supernatural"
,https://myanimelist.net/manga/95920/Niehime_to_Kemono_no_Ou,7.93,https://cdn.myanimelist.net/r/50x70/images/manga/2/269710.webp?s=686089a0860e83b125314440f836bb91,"Fantasy, Romance"
,https://myanimelist.net/manga/97179/Hokuhokusei_ni_Kumo_to_Ike,7.93,https://cdn.myanimelist.net/r/50x70/images/manga/1/201696.webp?s=e5917d34bc30ad958a74b49f903317b0,"Drama, Supernatural, Suspense"
,https://myanimelist.net/manga/98639/Maoujou_de_Oyasumi,7.93,https://cdn.myanimelist.net/r/50x70/images/manga/3/183044.webp?s=7d0aeeb87ad20a50369ca19ecc5a362a,"Comedy, Fantasy"
,https://myanimelist.net/manga/107239/Maiko-san_Chi_no_Makanai-san,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/1/196395.webp?s=b0a2c065d5536db5478ef26652808db9,"Award Winning, Gourmet, Slice of Life"
,https://myanimelist.net/manga/109014/Kono_Subarashii_Sekai_ni_Shukufuku_wo_Extra__Ano_Orokamono_ni_mo_Kyakkou_wo,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/2/199544.webp?s=dfe222e9b63a56375376691442981dea,"Comedy, Fantasy"
,https://myanimelist.net/manga/20777/Ouran_Koukou_Host_Club,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/1/33182.webp?s=d124e0a50f85dfc45e70913e9954b556,"Comedy, Romance"
,https://myanimelist.net/manga/22044/Iris_Zero,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/2/35739.webp?s=21d0e0fa958e90624f8b02501a76d056,"Drama, Fantasy, Mystery, Romance, Supernatural"
,https://myanimelist.net/manga/30779/Tetsugaku_Letra,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/2/54189.webp?s=5297ab142f0fdaadaffe55773bb55042,"Drama, Slice of Life"
,https://myanimelist.net/manga/40481/Oomuro-ke,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/1/114825.webp?s=a56fe3ab2dc711f3aa22972b00c14d5e,"Comedy, Girls Love, Slice of Life"
,https://myanimelist.net/manga/52277/Sword_Art_Online__Progressive,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/2/164933.webp?s=75c020af65483ee9655eded14e3c8ac0,"Action, Fantasy, Romance"
,https://myanimelist.net/manga/118/Kobato,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/2/154345.webp?s=d9ce9a9fff3fd431dbc01b821845cd59,"Adventure, Fantasy, Romance"
,https://myanimelist.net/manga/124/Aqua,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/1/153102.webp?s=73896f9235303dc8cfee5e77ee977e58,"Sci-Fi, Slice of Life"
,https://myanimelist.net/manga/164/Nousatsu_Junkie,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/3/170561.webp?s=ecc20b44d57b15d4244c173d1b7f2b39,"Comedy, Romance"
,https://myanimelist.net/manga/514/Saver,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/1/150822.webp?s=8f7da30473840527573a11ad6b888d8c,"Action, Adventure, Drama, Fantasy, Romance"
,https://myanimelist.net/manga/2435/Crayon_Shin-chan,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/5/165300.webp?s=b387711cd64f5e752274f8078717973e,"Comedy, Slice of Life"
,https://myanimelist.net/manga/3486/Shiki,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/1/56519.webp?s=2f6835116846bc8a69cdd2238c8a275f,"Mystery, Supernatural, Suspense"
,https://myanimelist.net/manga/3872/Kiss_yori_mo_Hayaku,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/5/111965.webp?s=098767f91e1a52d6be93d785b228ffe6,"Comedy, Drama, Romance"
,https://myanimelist.net/manga/3986/Deadman_Wonderland,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/4/271990.webp?s=e444f05581b961770c80f116c6931b1b,"Action, Adventure, Drama, Sci-Fi, Supernatural"
,https://myanimelist.net/manga/4623/Hyakki_Yakoushou,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/2/311353.webp?s=b5b1bbafad0501014f89ed2b6f5a2311,"Award Winning, Horror, Mystery, Romance, Supernatural"
,https://myanimelist.net/manga/6997/Clannad__Hikaru_Mimamoru_Sakamichi_de,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/1/162583.webp?s=10e79f241cb65d1b0c233ef750fef06c,"Drama, Romance"
,https://myanimelist.net/manga/8158/L_Change_the_WorLd,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/3/11590.webp?s=64d185bcd72f401be8166daa4eb7fedb,"Action, Drama, Horror, Mystery"
,https://myanimelist.net/manga/10429/Kara_no_Kyoukai__Mirai_Fukuin_-_The_Garden_of_Sinners_Recalled_Out_Summer,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/3/14029.webp?s=12ad8c12ee1844f4aee60bcad0e5518d,"Drama, Mystery, Supernatural"
,https://myanimelist.net/manga/14568/Clover,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/2/165401.webp?s=77191b63fe1dcc95e35f2a4deb6727e9,"Action, Comedy"
,https://myanimelist.net/manga/16686/Bokura_no_Kiseki,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/3/157890.webp?s=f532b448d7df6613b5141f4f71dfeb7e,"Fantasy, Mystery, Romance, Supernatural"
,https://myanimelist.net/manga/118166/Hypnosis_Mic__Division_Rap_Battle_-_side_FP___M,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/1/221225.webp?s=5338e183975167a31700eea18130cf73,
,https://myanimelist.net/manga/118668/Dark_Gathering,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/2/227524.webp?s=f578881edb3ffa5f241394f474d884ea,"Horror, Supernatural"
,https://myanimelist.net/manga/136660/Spy_x_Family__Kazoku_no_Shouzou,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/3/248768.webp?s=b7f7c843c4898c8359e2694d9b9cc9c9,"Action, Comedy"
,https://myanimelist.net/manga/145605/Unintentional_Love_Story,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/1/258478.webp?s=9f2c29ad0776ea4d3f8ddb45e53a6b7e,
,https://myanimelist.net/manga/146750/Pigpen,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/2/260276.webp?s=8ca13e37a2060c0c7555cf97fa124f1e,"Horror, Suspense"
,https://myanimelist.net/manga/147389/Murim_Login,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/1/264454.webp?s=c9e28ba39fc6451d7b8dff3de84e9114,"Action, Adventure, Fantasy"
,https://myanimelist.net/manga/160786/Boruto__Two_Blue_Vortex,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/2/296325.webp?s=3b88a044d388144c18bac4b562e3da83,"Action, Adventure, Fantasy"
,https://myanimelist.net/manga/57201/Rakudai_Kishi_no_Cavalry,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/2/157992.webp?s=4bfdb423e3bcd0274d2b6d8fdd039563,"Action, Comedy, Fantasy, Romance, Ecchi"
,https://myanimelist.net/manga/66433/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_Gaiden__Sword_Oratoria,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/3/121553.webp?s=10e8c214e86d73795348afea6cfdf7b5,"Action, Adventure, Fantasy"
,https://myanimelist.net/manga/67617/Tate_no_Yuusha_no_Nariagari,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/3/115755.webp?s=5113ede6b4f90be62d32913be804a0d0,
,https://myanimelist.net/manga/67645/Namaikizakari,7.92,https://cdn.myanimelist.net/r/50x70/images/manga/1/128825.webp?s=13f647149d048bf0e97fc265f41c50d0,"Romance, Sports"
,https://myanimelist.net/manga/70589/GTO__Paradise_Lost,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/2/135283.webp?s=5c66f3e474c0fcbab02369e25932ed10,
,https://myanimelist.net/manga/80119/Kobayashi-san_Chi_no_Maid_Dragon,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/3/138919.webp?s=d2c2123cb2048c46c6f983cb5add1205,"Fantasy, Slice of Life"
,https://myanimelist.net/manga/85802/Ookami_Shounen_wa_Kyou_mo_Uso_wo_Kasaneru,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/3/148976.webp?s=9e9bac0114a233dea356916f45db2dc3,"Drama, Romance"
,https://myanimelist.net/manga/19671/Angel_Beats__Heavens_Door,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/1/153985.webp?s=f0608df0e9ad0a3f11ea83056c925477,"Action, Comedy, Drama, Supernatural"
,https://myanimelist.net/manga/23419/Byousoku_5_Centimeter,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/3/138585.webp?s=c59afb7c531846c8b5fc781cc1381c8f,"Drama, Romance"
,https://myanimelist.net/manga/23942/Kimi_ni_Todoke,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/1/38690.webp?s=71198606351e5a0f307534f244441730,
,https://myanimelist.net/manga/39625/Kagerou_Daze,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/1/215824.webp?s=5fd225bb231c91ad5617e79a8bdf21c5,"Comedy, Romance, Sci-Fi, Supernatural"
,https://myanimelist.net/manga/41847/Soredemo_Sekai_wa_Utsukushii,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/2/120139.webp?s=5f68aa35e9b27c1387d1915e1408ad56,"Adventure, Fantasy, Romance"
,https://myanimelist.net/manga/167099/Kesa_mo_Yuraretemasu_%E2%80%8B,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/2/310988.webp?s=2f8a8dad88cc77301abb2315d89308e1,"Comedy, Romance"
,https://myanimelist.net/manga/168980/Myst_Might_Mayhem,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/3/300118.webp?s=62b4cc4461c3642c2826783b7e4b3755,"Action, Fantasy"
,https://myanimelist.net/manga/98270/Fire_Punch,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/2/180430.webp?s=3009b0eb8c3ce7f3f0938d24a6ca9042,"Action, Mystery, Supernatural"
,https://myanimelist.net/manga/103851/5-toubun_no_Hanayome,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/2/201572.webp?s=03a4c34d120dd167d62844b0fcafcfae,"Award Winning, Comedy, Romance"
,https://myanimelist.net/manga/146966/Teenage_Mercenary,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/3/260540.webp?s=af46e765b636e0049747b18e22540789,
,https://myanimelist.net/manga/148961/The_Superhuman_Era,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/2/297790.webp?s=8128c4974a73f3f379b6d026edf30f36,
,https://myanimelist.net/manga/155285/Boku_no_Papa_to_Papa_no_Hanashi,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/3/276483.webp?s=bddd66076ec2e3ba9ff4d44b0b196c03,
,https://myanimelist.net/manga/15/Mahou_Sensei_Negima,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/1/259286.webp?s=dbf46eb92c61ae39eb1f867c2a8981e1,"Action, Adventure, Comedy, Fantasy, Romance, Supernatural, Ecchi"
,https://myanimelist.net/manga/356/Hatenkou_Yuugi,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/2/172703.webp?s=77f38da7422d2a8cfcd00e685f5b99ce,"Action, Adventure, Comedy, Drama, Fantasy, Romance, Supernatural"
,https://myanimelist.net/manga/616/Mx0,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/2/55903.webp?s=52a6c8fc988d601b656bfae6ea0d34b3,"Action, Comedy"
,https://myanimelist.net/manga/744/Mahoraba,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/3/11382.webp?s=3caeb36bb5a2f674e04c42f9044b4684,"Comedy, Romance, Slice of Life"
,https://myanimelist.net/manga/1721/Nabari_no_Ou,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/1/251337.webp?s=55d5c8b597f4b2058e05fdd54903d232,"Action, Drama, Fantasy, Supernatural"
,https://myanimelist.net/manga/3064/Kiichi,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/2/262849.webp?s=bcbe4e1ba5540914286e693a9542752c,
,https://myanimelist.net/manga/13419/Gekiga_Hyouryuu,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/4/136545.webp?s=6f3fa20bc56b8399e67a191fe1025df3,"Award Winning, Comedy, Drama, Romance, Slice of Life"
,https://myanimelist.net/manga/15486/Decoration_Disorder_Disconnection,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/1/22535.webp?s=f723694aa8e2910467bbaade7ebdf0f8,"Horror, Supernatural"
,https://myanimelist.net/manga/109608/Goblin_Slayer_Gaiden__Year_One,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/1/207520.webp?s=6d47c4aec768c756e13ca182eee0b7ae,"Action, Drama, Fantasy"
,https://myanimelist.net/manga/115217/Fukakai_na_Boku_no_Subete_wo,7.91,https://cdn.myanimelist.net/r/50x70/images/manga/3/216480.webp?s=7fdf696788e7d76987e4674ff6427f50,"Drama, Romance"
