Title,Link,Score,Image Link,Genres
,https://myanimelist.net/manga/23532/Present_wa_Shinju,7.54,https://cdn.myanimelist.net/r/50x70/images/manga/3/38077.webp?s=b9423540e50abb44e43e70d4178185b9,
,https://myanimelist.net/manga/27079/Ginga_Nagareboshi_Gin_Shin_Gaiden,7.54,https://cdn.myanimelist.net/r/50x70/images/manga/1/43621.webp?s=cc32074dbcbab76cba4ba644e3115b8e,"Action, Adventure"
,https://myanimelist.net/manga/28743/Dendrobates,7.54,https://cdn.myanimelist.net/r/50x70/images/manga/3/46071.webp?s=a7783828c22997a4b8a6faa92c30c589,
,https://myanimelist.net/manga/41021/Strike_the_Blood,7.54,https://cdn.myanimelist.net/r/50x70/images/manga/3/163502.webp?s=238b4d539caf9387536c167f23981801,"Action, Fantasy, Supernatural, Ecchi"
,https://myanimelist.net/manga/42707/Honey,7.54,https://cdn.myanimelist.net/r/50x70/images/manga/1/165641.webp?s=2c215baf6827abe49f56f95d2105219e,"Comedy, Romance, Slice of Life"
,https://myanimelist.net/manga/44743/Itou_Junji_Kyoufu_Manga_Collection__Nikuiro_no_Kai,7.54,https://cdn.myanimelist.net/r/50x70/images/manga/1/277781.webp?s=acc16667453aa5b38084edceadeb8e90,"Drama, Horror, Supernatural, Suspense"
,https://myanimelist.net/manga/44751/Itou_Junji_Kyoufu_Manga_Collection__Namekuji_Shoujo,7.54,https://cdn.myanimelist.net/r/50x70/images/manga/1/185642.webp?s=3c26e63094d2542e6518763485f79c69,"Drama, Horror, Supernatural, Suspense"
,https://myanimelist.net/manga/45275/Girls_of_the_Wilds,7.54,https://cdn.myanimelist.net/r/50x70/images/manga/2/83615.webp?s=262458d622fa1156971fb3409ff2b58d,"Action, Comedy, Drama, Romance"
,https://myanimelist.net/manga/53539/ACCA__13-ku_Kansatsu-ka,7.54,https://cdn.myanimelist.net/r/50x70/images/manga/3/108733.webp?s=b391b1d5738f0615a4ab28943d0722c7,"Drama, Fantasy"
,https://myanimelist.net/manga/90197/Yagiza_no_Yuujin,7.54,https://cdn.myanimelist.net/r/50x70/images/manga/3/158047.webp?s=34c84dbb1cacab963d129d8b2a3c865f,
,https://myanimelist.net/manga/94115/Rikon_Club,7.54,https://cdn.myanimelist.net/r/50x70/images/manga/3/266715.webp?s=7a850c1afb45f1a2b830ba4a0376bb12,
,https://myanimelist.net/manga/100790/High_School_DxD_EX,7.54,https://cdn.myanimelist.net/r/50x70/images/manga/2/196965.webp?s=f20b69da3020cad17f35d024d7ae6f1b,"Comedy, Fantasy, Romance, Supernatural, Ecchi"
,https://myanimelist.net/manga/104937/Kuai_Ba_Wo_Ge_Dai_Zou,7.54,https://cdn.myanimelist.net/r/50x70/images/manga/2/193291.webp?s=154bf8d005da75194d35ceedcee797c1,
,https://myanimelist.net/manga/105708/Aono-kun_ni_Sawaritai_kara_Shinitai,7.54,https://cdn.myanimelist.net/r/50x70/images/manga/1/197568.webp?s=a8e36bdadd07cc738fd3f53776dd1867,"Horror, Romance, Supernatural"
,https://myanimelist.net/manga/105747/Tondemo_Skill_de_Isekai_Hourou_Meshi,7.54,https://cdn.myanimelist.net/r/50x70/images/manga/1/204823.webp?s=a15c0a892613d435f3978871e562bee9,"Adventure, Comedy, Fantasy, Gourmet"
,https://myanimelist.net/manga/107182/Catulus_Syndrome,7.54,https://cdn.myanimelist.net/r/50x70/images/manga/1/198800.webp?s=7c2034666ed124115c8acdd67acceb73,"Comedy, Girls Love, Supernatural"
,https://myanimelist.net/manga/107505/Risouteki_Boyfriend,7.54,https://cdn.myanimelist.net/r/50x70/images/manga/2/200091.webp?s=e94de75521a44f25ea6e041fb7d37d0f,
,https://myanimelist.net/manga/107968/Koi_ni_mo_Naranai,7.54,https://cdn.myanimelist.net/r/50x70/images/manga/1/200929.webp?s=f0f087e30302fa444b15e81194e83823,
,https://myanimelist.net/manga/95915/Abigaile_no_Kemono-tachi,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/179212.webp?s=4ccb37d49867a388a3f38465cb633e30,"Drama, Romance, Supernatural"
,https://myanimelist.net/manga/140927/Her_Tale_of_Shim_Chong_Side_Stories,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/1/250949.webp?s=87ff1b70cf4b90cbb7b680f4c731d90d,"Drama, Girls Love"
,https://myanimelist.net/manga/143023/Toumei_Otoko_to_Ningen_Onna__Sonouchi_Fuufu_ni_Naru_Futari,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/257314.webp?s=d6072ec948a862d814603e14406b9278,"Comedy, Romance, Supernatural"
,https://myanimelist.net/manga/145924/Ai_Ou_Futari,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/1/262372.webp?s=53f1993622ed5c1eb7a39e5e32419db8,
,https://myanimelist.net/manga/147431/Dream_Away,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/265844.webp?s=6770495ade59dd01a8f8e4d1fd3267a3,"Boys Love, Supernatural"
,https://myanimelist.net/manga/147455/Masters_of_Lightning_Knives,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/261514.webp?s=0a7750818128999726ff0b0686eda35c,
,https://myanimelist.net/manga/147664/I_Married_the_Male_Leads_Dad,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/261927.webp?s=5053343e841a9c79e012f0c130a0b4e3,"Fantasy, Romance"
,https://myanimelist.net/manga/148646/If_AI_Ruled_the_World,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/1/263746.webp?s=2be3761c7f4a5f512f1e1e8652466c1c,
,https://myanimelist.net/manga/151980/Night_of_Shadows,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/270824.webp?s=a74e45fbf17f262bd84f90fcb82c9b88,"Action, Supernatural"
,https://myanimelist.net/manga/152117/Kyou_mo_Veranda_de,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/1/277049.webp?s=10ea717736b269f23e0e77af366d5ef0,
,https://myanimelist.net/manga/152452/Sasaki_to_Miyano,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/271299.webp?s=028893f32d21e992a10f51fd9a0c08fa,"Boys Love, Slice of Life"
,https://myanimelist.net/manga/159899/Kimi_to_nara_Koi_wo_Shitemitemo,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/284863.webp?s=934be579824af77423b83b19144a6efc,
,https://myanimelist.net/manga/162085/Color_Collection,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/289587.webp?s=b038787828f9e20035964b00e04a120d,
,https://myanimelist.net/manga/170946/My_Numbered_Days_of_Happiness,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/303839.webp?s=63fcf4c801e1d16a9c2b68d4e1e7dd42,"Fantasy, Romance"
,https://myanimelist.net/manga/110967/Marry_Grave,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/1/209180.webp?s=c2182815e50ed77b06c272d99a5ce60d,
,https://myanimelist.net/manga/111358/Shinozaki-kun_no_Maintenance_Jijou,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/210518.webp?s=4571fa0a034965cbd1dd2405344dddcb,"Comedy, Fantasy"
,https://myanimelist.net/manga/113210/Otome_Kaijuu_Caram%C3%A9liser,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/211606.webp?s=99ca0d34b3f63df8a25cee850c1cc6cd,"Romance, Supernatural"
,https://myanimelist.net/manga/113560/Senpai_ga_Uzai_Kouhai_no_Hanashi,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/211530.webp?s=5daa5d23a705336b09b466a0e726e56e,
,https://myanimelist.net/manga/116957/Majo-senpai_Nippou,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/239879.webp?s=f9fc3403c0d033df97102073c762e000,"Romance, Slice of Life"
,https://myanimelist.net/manga/120594/Tonari_ni,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/224653.webp?s=0cc2932e95903400bbcb521494dcf97f,"Boys Love, Drama"
,https://myanimelist.net/manga/122150/Isekai_Shikkaku,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/269897.webp?s=165368a9d79ab49fdb069a7cba5029f5,"Adventure, Comedy, Fantasy"
,https://myanimelist.net/manga/122317/Shinigami_ni_Sodaterareta_Shoujo_wa_Shikkoku_no_Ken_wo_Mune_ni_Idaku,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/1/227084.webp?s=e553af56309ff221bf506845bc223bae,"Action, Fantasy"
,https://myanimelist.net/manga/128090/Save_Me,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/259420.webp?s=c1be3d12a314d73f59c5a0295670f0e7,
,https://myanimelist.net/manga/129988/Ore_wa_Seikan_Kokka_no_Akutoku_Ryoushu,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/234717.webp?s=9002a499de5fc6a7617791033b1b8d22,"Action, Sci-Fi"
,https://myanimelist.net/manga/130392/Kamonohashi_Ron_no_Kindan_Suiri,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/240565.webp?s=ff293b8ab1255552e6874409cb40afc7,"Comedy, Mystery"
,https://myanimelist.net/manga/20470/Oiran_Girl,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/164531.webp?s=c11c11aec1c38d1ce971097ec4b4bf0e,"Drama, Fantasy, Romance, Supernatural"
,https://myanimelist.net/manga/22254/Clematica_Kutsuten,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/5/42364.webp?s=38a86af9059784016fb2095fbf63e292,
,https://myanimelist.net/manga/26133/Bleach_Unmasked_Short_Stories,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/275375.webp?s=64d3699ab10623cf111154915249e73e,
,https://myanimelist.net/manga/26706/Umineko_no_Naku_Koro_ni_Tsubasa,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/134977.webp?s=4c6a52a76da43728f19ab157a347c5f2,"Drama, Fantasy, Mystery, Supernatural"
,https://myanimelist.net/manga/33791/Meiji_Hiiro_Kitan,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/1/274573.webp?s=461e2ac8ecc76f096819bae45139c762,
,https://myanimelist.net/manga/36267/Boku_wa_Mari_no_Naka,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/88263.webp?s=9dd7080348fd9a3ac1d51168a089363e,"Drama, Mystery, Romance, Supernatural"
,https://myanimelist.net/manga/43693/Intellectual_Village_no_Zashiki_Warashi,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/1/175614.webp?s=9e1ee3782aa11e1b45ad8e91b234a0b1,"Mystery, Sci-Fi, Supernatural"
,https://myanimelist.net/manga/44111/Hitorijime_My_Hero,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/248370.webp?s=e31c92ca4a8206b5dfcd8ed672c552df,"Boys Love, Slice of Life"
,https://myanimelist.net/manga/44849/Shiki_no_Zenjitsu,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/181264.webp?s=17231c51d98449083d11ace35f976cd6,"Drama, Romance, Slice of Life"
,https://myanimelist.net/manga/47072/I_Dont_Want_This_Kind_of_Hero,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/295659.webp?s=ba0fde3b0a32968b1eff09aab8dc1321,"Action, Comedy, Fantasy, Sci-Fi, Supernatural"
,https://myanimelist.net/manga/47977/Momochi-san_Chi_no_Ayakashi_Ouji,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/153291.webp?s=eed0f3737e6624ecc1ed596e47890bb1,"Fantasy, Romance"
,https://myanimelist.net/manga/51459/Gakusen_Toshi_Asterisk,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/174945.webp?s=10c7bd03df191031d4a1b744a0c72874,"Action, Comedy, Fantasy, Romance, Sci-Fi, Supernatural, Ecchi"
,https://myanimelist.net/manga/52435/Ma_no_Kakera,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/138905.webp?s=9845cb2677f8e5c0e4a81f420f44ac33,
,https://myanimelist.net/manga/355/Harlem_Beat,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/183416.webp?s=d16581b578cddf04f198ce7fbe4dcbf6,"Drama, Sports"
,https://myanimelist.net/manga/416/Sidooh,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/1/263863.webp?s=9817de6ae6108aa8b6aa09281b04d3b7,
,https://myanimelist.net/manga/574/World_Embryo,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/53321.webp?s=1b811b1e0fe9da346c1350e2989d1309,"Action, Drama, Mystery, Supernatural"
,https://myanimelist.net/manga/749/Zelda_no_Densetsu__Majora_no_Kamen,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/126025.webp?s=225057e2fec812e65366405fff5213bc,"Action, Fantasy"
,https://myanimelist.net/manga/997/Parfait_Tic,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/191816.webp?s=cc44994d3f8298c34a61a2000b100455,"Comedy, Romance"
,https://myanimelist.net/manga/1105/Red_Eyes,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/168119.webp?s=b211d80fc9359e8167df31796c38bb97,"Action, Sci-Fi"
,https://myanimelist.net/manga/1156/Inubaka,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/179783.webp?s=75929643633a33966b2a45433b394f48,"Comedy, Slice of Life"
,https://myanimelist.net/manga/2060/Yozakura_Quartet,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/153963.webp?s=b5426e059b14fdcb0c9ca85932fa1f1c,"Action, Comedy, Slice of Life, Supernatural"
,https://myanimelist.net/manga/4333/LifE,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/7204.webp?s=d08efda3f9b55f78e5576d5defb137ea,"Drama, Mystery"
,https://myanimelist.net/manga/5206/Kidou_Senshi_Gundam__Senkou_no_Hathaway,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/268460.webp?s=d2647b3fbf19fcae5999cecb5fa8460e,"Action, Drama, Sci-Fi"
,https://myanimelist.net/manga/8482/Hyakko,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/305219.webp?s=72e0ed251c4107fe73f43da7c5636b7c,
,https://myanimelist.net/manga/8901/Ginga_Densetsu_Riki,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/229456.webp?s=385318acfb0e93fd4490cdb5056817f8,"Action, Adventure"
,https://myanimelist.net/manga/9268/Guignol_Kyuutei_Gakudan,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/261547.webp?s=afda387cf5c208b69df5c183a0cf3154,"Adventure, Drama, Fantasy, Horror, Mystery, Supernatural"
,https://myanimelist.net/manga/10312/Kaze_no_Stigma,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/1/174147.webp?s=6bd277842996fbb9641c657334c0e85c,"Action, Fantasy, Romance"
,https://myanimelist.net/manga/10354/Wangan_Midnight,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/213693.webp?s=548a283d5285fa0f1cc6dfd369891ee6,"Action, Award Winning, Drama"
,https://myanimelist.net/manga/10376/Cavalier_of_the_Abyss,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/202184.webp?s=20626a7a137c134c1fe142ce56eef4be,"Action, Adventure, Fantasy, Supernatural"
,https://myanimelist.net/manga/11803/Hidarite_no_Love_Letter,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/1/261587.webp?s=d4995d45bad91421e439c529a5601624,
,https://myanimelist.net/manga/12309/Arisa,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/115455.webp?s=44a70b57b75ccf844e65505581c2af18,"Drama, Mystery"
,https://myanimelist.net/manga/14022/Gintama__3-nen_Z-gumi_Ginpachi-sensei,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/278793.webp?s=664552447d08b747557435791c244882,
,https://myanimelist.net/manga/16806/Silver,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/24953.webp?s=41a91e45379d28367c8afe92574b0d8e,"Drama, Romance, Slice of Life"
,https://myanimelist.net/manga/17202/Clover_no_Kuni_no_Alice__Cheshire_Cat_to_Waltz,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/252244.webp?s=0e6a20e408bd955cd4e719005f2dfb0a,
,https://myanimelist.net/manga/56133/Magika_no_Kenshi_to_Basileus,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/200207.webp?s=b5f26a2b7181f9676609c75fbc70902f,"Action, Comedy, Fantasy, Romance, Supernatural, Ecchi"
,https://myanimelist.net/manga/58313/ib__Instant_Bullet,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/1/253199.webp?s=061535162b674b76d7f5a6984e63982d,"Drama, Fantasy, Supernatural"
,https://myanimelist.net/manga/59191/Sayonara_Sorcier,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/1/314492.webp?s=6ebefa7113c032e4ada3f7710a7d1435,
,https://myanimelist.net/manga/59505/Vampire_Knight__Memories,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/178535.webp?s=5ee6f36d64e337b5ae6cf2ea33f12608,
,https://myanimelist.net/manga/63497/Sensei_wa_Sadistic,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/1/108659.webp?s=c7385517eabfda341120816838682109,
,https://myanimelist.net/manga/73781/Mahou_Shoujo_Tart%E2%98%85Magica__The_Legend_of_Jeanne_dArc,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/1/191170.webp?s=2691ca8f7a9cd12c2a6f7f2472464443,"Drama, Fantasy"
,https://myanimelist.net/manga/77857/Hakoiri_Drops,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/2/188792.webp?s=a129ece29490d37f114c7f4e52a5cc56,"Comedy, Slice of Life"
,https://myanimelist.net/manga/79943/Yahari_4-koma_demo_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/3/138455.webp?s=5ec17751b4447b89c2afcacbc3683cde,
,https://myanimelist.net/manga/83019/Death_March_kara_Hajimaru_Isekai_Kyousoukyoku,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/1/143837.webp?s=c28de59989205ea565ae46b7af860178,
,https://myanimelist.net/manga/86571/Links,7.53,https://cdn.myanimelist.net/r/50x70/images/manga/1/151303.webp?s=ecc32456956f940cc036cf7e628bcfb6,
,https://myanimelist.net/manga/61221/Trace,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/2/105635.webp?s=5df51c91137a2114166036e4a4bf2d13,"Action, Drama, Sci-Fi, Supernatural"
,https://myanimelist.net/manga/63531/Palace_Meidi,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/1/195235.webp?s=c362086709ebb8bae9f44597fc8fc8d0,
,https://myanimelist.net/manga/70935/Yami_no_Moribito,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/1/160113.webp?s=763c583fade7bba79d0b2cdf2cffa433,"Action, Adventure, Fantasy, Supernatural"
,https://myanimelist.net/manga/74763/Sekai_no_Owari_no_Encore,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/1/196487.webp?s=e07ffba944cec43cdf263ae988f31169,"Action, Adventure, Fantasy"
,https://myanimelist.net/manga/74859/Psycho-Pass__Kanshikan_Kougami_Shinya,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/1/140757.webp?s=66f4d25e6ec052932b1a5389127932b4,
,https://myanimelist.net/manga/75099/Sword_Art_Online__Phantom_Bullet,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/1/137907.webp?s=ef164e54c1937d933a5c733286b92334,"Action, Fantasy"
,https://myanimelist.net/manga/77067/Vampire_Library,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/3/165626.webp?s=48fd09ae6e20bfc55b22d0c055d69e52,"Action, Boys Love, Supernatural"
,https://myanimelist.net/manga/92231/Ryuuou_no_Oshigoto,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/3/201836.webp?s=4705800836ec551c89043376939f0960,
,https://myanimelist.net/manga/93399/Konohana_Kitan,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/2/165035.webp?s=037c19c7ace81b1dbbe4e1c23d4785cd,"Fantasy, Girls Love, Slice of Life"
,https://myanimelist.net/manga/93408/Kidou_Senshi_Gundam__Tekketsu_no_Orphans,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/2/173952.webp?s=2437d9a1be43dd275f155d169a17e65c,"Action, Drama"
,https://myanimelist.net/manga/94128/Short_Cake_Cake,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/3/176987.webp?s=320c482fae54988f5dbdd6b43d8a21ee,
,https://myanimelist.net/manga/95165/Tsuki_ga_Kirei_desu_ne,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/2/175958.webp?s=60cc1ed57cc083b963968ba7766b3132,"Fantasy, Girls Love, Romance"
,https://myanimelist.net/manga/101479/Kuutei_Dragons,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/1/185834.webp?s=7656d6834ba3dbf6e9dde2d99eeee079,"Adventure, Fantasy"
,https://myanimelist.net/manga/104710/Koroshi_Ai,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/2/192048.webp?s=b4abf28901145b5c83216d31dc729cf4,"Action, Romance"
,https://myanimelist.net/manga/107877/Chijou_Saikyou_no_Otoko_Ryuu,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/1/198763.webp?s=4ad5037922910c1abc340e8dbcde3999,
,https://myanimelist.net/manga/108609/Satsuriku_no_Tenshi__Episode0,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/2/198849.webp?s=9dba8e80c2934015ce3531a3f1e3210f,
,https://myanimelist.net/manga/108614/BanG_Dream__Girls_Band_Party_-_Roselia_Stage,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/3/198862.webp?s=a7c7059e4bbf86801d6a2962d3e29e57,
,https://myanimelist.net/manga/144013/Tonari_no_Stella,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/1/259610.webp?s=36abe88b9f290310f486170dd97282e5,
,https://myanimelist.net/manga/145699/Da_Wang_Rao_Ming,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/3/263206.webp?s=0cbd110535b6c16a9e8c917320421c52,"Action, Adventure, Fantasy"
,https://myanimelist.net/manga/145969/Fate_Grand_Order__Okita_Souji_Makuai_no_Monogatari_-_Koko_ni,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/1/263535.webp?s=ed24a5ea163f183004649732865054bc,"Action, Fantasy"
,https://myanimelist.net/manga/147822/I_Stan_the_Prince,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/3/262397.webp?s=470488ac6ed8071b953731dec97aa43d,"Comedy, Fantasy, Romance"
,https://myanimelist.net/manga/148139/To_Not_Die,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/1/264617.webp?s=f18ab6b673e0828ba8d5a6db092981bc,"Action, Drama"
,https://myanimelist.net/manga/148432/The_Crows_Prince,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/3/263429.webp?s=e38ba8f5c9c28b0b61f1c2b0813875bd,"Fantasy, Romance"
,https://myanimelist.net/manga/149135/Not-Sew-Wicked_Stepmom,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/3/264637.webp?s=9b2ac6bd478f0c696d8213f70e117655,
,https://myanimelist.net/manga/154039/I_Dont_Want_to_Play_Matchmaker,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/1/273015.webp?s=6d76dc7c3807e3385229843f4180842d,"Fantasy, Romance"
,https://myanimelist.net/manga/161374/The_Martial_God_Who_Regressed_Back_to_Level_2,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/3/286408.webp?s=d2be2a8263f79ad160b26edeb49a714d,"Action, Fantasy"
,https://myanimelist.net/manga/75/Ai_yori_Aoshi,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/3/184631.webp?s=0cf84452372bfe7a6b74767bbd7127a8,"Comedy, Drama, Romance, Ecchi"
,https://myanimelist.net/manga/815/Yume_de_Aetara,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/3/212.webp?s=b77bed5fea2597498d79ef781d585a6e,"Comedy, Drama, Romance, Slice of Life, Ecchi"
,https://myanimelist.net/manga/845/Happy,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/2/148293.webp?s=80ebe531ef9bf5b1b7fb656cec0f17bf,"Drama, Sports"
,https://myanimelist.net/manga/873/Sekirei,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/3/188941.webp?s=0d460879651b5fb7ff3e560cac92137b,
,https://myanimelist.net/manga/1504/Gogo_Monster,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/2/152364.webp?s=5b7f6455b83182310ee1b8a79c17724a,
,https://myanimelist.net/manga/3988/Vampire_Hunter_D,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/2/76275.webp?s=ee883545a1ab38fbf98308699f238dfd,"Action, Adventure, Drama, Horror"
,https://myanimelist.net/manga/4010/Ginga_Densetsu_Weed,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/5/180197.webp?s=1493fc62bb58683deb51e02924542773,
,https://myanimelist.net/manga/4080/Mahoujin_Guruguru,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/2/198207.webp?s=c8068cf3b56664554560d817cb2364ba,"Adventure, Comedy, Fantasy"
,https://myanimelist.net/manga/5680/Discommunication,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/1/138593.webp?s=963a801d14d510f5db281c2d44f55766,"Fantasy, Mystery, Romance, Supernatural"
,https://myanimelist.net/manga/10249/Veritas,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/1/55069.webp?s=bb3b9db6319b721ef319b03f0a5aeb37,"Action, Comedy, Drama, Supernatural, Ecchi"
,https://myanimelist.net/manga/10528/Tamashii_no_Futago,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/1/263711.webp?s=e27388fc5909935aa2687667aa8cd668,"Drama, Supernatural"
,https://myanimelist.net/manga/13869/Hanaya_no_Nikai_de,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/2/30660.webp?s=15a34f82e1f844100c23ac75a8ade3d0,"Boys Love, Comedy, Romance, Slice of Life"
,https://myanimelist.net/manga/14787/Ame_Nochi_Hare,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/2/149958.webp?s=c99196e7b4a424dc5e5c824dfe2f48a5,"Fantasy, Slice of Life"
,https://myanimelist.net/manga/15515/Gunjou_Gakusha,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/1/123257.webp?s=9fd28c1c781c3cfce3ce127984b24574,"Drama, Fantasy, Mystery, Romance, Slice of Life"
,https://myanimelist.net/manga/110677/Kakuriyo_no_Yadomeshi__Ayakashi_Oyado_ni_Yomeiri_shimasu,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/1/202911.webp?s=2bf4f2780af9e7dff790d8d91680d293,"Gourmet, Supernatural"
,https://myanimelist.net/manga/112950/Promise_Cinderella,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/2/225490.webp?s=7af8d0dcab772aa1ce4ede9d356c3b3a,"Drama, Romance"
,https://myanimelist.net/manga/117421/Tsun-Ama_na_Kareshi,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/2/226842.webp?s=f1e41d21e92abb5439577f5789084778,"Comedy, Romance, Slice of Life"
,https://myanimelist.net/manga/118196/Kawaii_dake_ja_Nai_Shikimori-san,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/2/219606.webp?s=92ccba212710ee6598b4a4bd672cca6b,"Comedy, Romance"
,https://myanimelist.net/manga/120643/Temple,7.52,https://cdn.myanimelist.net/r/50x70/images/manga/2/221611.webp?s=362d6fa12ca9d673340bdffca894c764,
